12/14/2020 6:14:14 PM---Messages--:****************************: ################NEW CONNECTION###############***********************
12/14/2020 6:14:14 PM---Messages--:Connected With   : Database :- Z_TEST_Company_31_10_2020
12/14/2020 6:19:56 PM---Messages--:-#####--Claim ID:- 41567: -------#####--Success Factor ID:- 1723--------
12/14/2020 6:19:56 PM---Messages--:-#####--Claim ID:- 40688: -------#####--Success Factor ID:- 1723--------
12/14/2020 6:19:56 PM---Messages--:-#####--Claim ID:- 39753: -------#####--Success Factor ID:- 1723--------
12/14/2020 6:19:56 PM---Messages--:-#####--Claim ID:- 42266: -------#####--Success Factor ID:- 1723--------
12/14/2020 6:19:56 PM---Messages--:-#####--Claim ID:- 39947: -------#####--Success Factor ID:- CONT-011--------
12/14/2020 6:19:56 PM---Messages--:-#####--Claim ID:- 39945: -------#####--Success Factor ID:- CONT-011--------
12/14/2020 6:19:56 PM---Messages--:-#####--Claim ID:- 41869: -------#####--Success Factor ID:- CONT-011--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 40405: -------#####--Success Factor ID:- 1416--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 39836: -------#####--Success Factor ID:- 1416--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 41712: -------#####--Success Factor ID:- 1416--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 40376: -------#####--Success Factor ID:- 1257--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 41835: -------#####--Success Factor ID:- 1257--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 41875: -------#####--Success Factor ID:- 521--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 39638: -------#####--Success Factor ID:- 1684--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 41628: -------#####--Success Factor ID:- 1684--------
12/14/2020 6:19:57 PM---Messages--:-#####--Claim ID:- 42154: -------#####--Success Factor ID:- 1684--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 42327: -------#####--Success Factor ID:- 1318--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 42263: -------#####--Success Factor ID:- 509--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 42268: -------#####--Success Factor ID:- 769--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 41797: -------#####--Success Factor ID:- 1754--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 41638: -------#####--Success Factor ID:- 1724--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 42115: -------#####--Success Factor ID:- 885--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 42192: -------#####--Success Factor ID:- 1586--------
12/14/2020 6:19:58 PM---Messages--:-#####--Claim ID:- 42130: -------#####--Success Factor ID:- 460--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 41964: -------#####--Success Factor ID:- 1837--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 41996: -------#####--Success Factor ID:- 1698--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 42367: -------#####--Success Factor ID:- 1697--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 42365: -------#####--Success Factor ID:- 1716--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 42252: -------#####--Success Factor ID:- 1729--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 41722: -------#####--Success Factor ID:- 1721--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 41935: -------#####--Success Factor ID:- 1648--------
12/14/2020 6:19:59 PM---Messages--:-#####--Claim ID:- 40715: -------#####--Success Factor ID:- 1046--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 40716: -------#####--Success Factor ID:- 1046--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 40717: -------#####--Success Factor ID:- 1046--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 41655: -------#####--Success Factor ID:- 1742--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 41634: -------#####--Success Factor ID:- 1687--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 42024: -------#####--Success Factor ID:- 1605--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 42026: -------#####--Success Factor ID:- 1500--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 41823: -------#####--Success Factor ID:- 1772--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 42141: -------#####--Success Factor ID:- 374--------
12/14/2020 6:20:00 PM---Messages--:-#####--Claim ID:- 42132: -------#####--Success Factor ID:- 1415--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 41659: -------#####--Success Factor ID:- 1339--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 41821: -------#####--Success Factor ID:- 1828--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 41829: -------#####--Success Factor ID:- 1412--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 42454: -------#####--Success Factor ID:- 1776--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 42123: -------#####--Success Factor ID:- 1774--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 42428: -------#####--Success Factor ID:- 1569--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 42446: -------#####--Success Factor ID:- 1834--------
12/14/2020 6:20:01 PM---Messages--:-#####--Claim ID:- 41988: -------#####--Success Factor ID:- 1745--------
12/14/2020 6:20:02 PM---Messages--:-#####--Claim ID:- 41879: -------#####--Success Factor ID:- 1773--------
12/14/2020 6:20:02 PM---Messages--:-#####--Claim ID:- 42121: -------#####--Success Factor ID:- 1229--------
12/14/2020 6:20:02 PM---Messages--:Adding Success Factor: -------
12/14/2020 6:20:03 PM---Messages--:Success Factor is added successfully: -------------------
